2020-09-23,0.913,0.002,0.911,0.909,0.002,0.907,0.898,0.002,0.896,0.895,0.003,0.892
2021-02-02,0.917,0.003,0.914,0.913,0.003,0.91,0.901,0.003,0.898,0.897,0.004,0.894
